# Portfolio Backtesting CSV Output
# Generated by PortfolioManager for user 9999
# Columns:
#   timestamp: ISO 8601 timestamp (YYYY-MM-DDTHH:MM:SS.nnnnnnnnnZ)
#   position: Net position (positive=long, negative=short, 0=flat)
#   current_price: Latest market price in dollars (converted from ticks)
#   cost: Cost basis per unit in dollars
#   unrealized_pnl: Mark-to-market P&L for current position in dollars
#   realized_pnl: Cumulative realized P&L from closed trades in dollars
#   total_pnl: Total P&L (realized + unrealized) in dollars
#   total_trades: Number of trade executions involving tracked orders
#   position_value: Current market value of position in dollars

timestamp,position,current_price,average_cost,unrealized_pnl,realized_pnl,total_pnl,total_trades,position_value
1970-01-01T04:54:54.191195236Z,342,5560.75,5559.73,347.71,8.29,356.00,514,1901776.50,
1970-01-01T04:54:54.194875248Z,343,5560.75,5559.74,347.71,8.29,356.00,515,1907337.25,
1970-01-01T04:54:54.218624033Z,344,5560.75,5559.74,347.71,8.29,356.00,516,1912898.00,
1970-01-01T04:54:54.241662510Z,345,5560.75,5559.74,347.71,8.29,356.00,517,1918458.75,
1970-01-01T04:54:54.253771006Z,346,5560.75,5559.75,347.71,8.29,356.00,518,1924019.50,
1970-01-01T04:54:54.260667982Z,347,5560.75,5559.75,347.71,8.29,356.00,519,1929580.25,
1970-01-01T04:54:54.262939297Z,348,5560.75,5559.75,347.71,8.29,356.00,520,1935141.00,
1970-01-01T04:54:54.285710418Z,347,5560.50,5559.75,259.96,9.04,269.00,521,1929493.50,
1970-01-01T04:54:54.295566249Z,346,5560.75,5559.75,345.72,10.03,355.75,522,1924019.50,
1970-01-01T04:54:54.299818591Z,347,5561.25,5559.76,518.72,10.03,528.75,523,1929753.75,
1970-01-01T04:54:54.302644157Z,348,5561.25,5559.76,518.72,10.03,528.75,524,1935315.00,
1970-01-01T04:54:54.306623263Z,349,5561.25,5559.76,518.72,10.03,528.75,525,1940876.25,
1970-01-01T04:54:54.309355125Z,350,5561.25,5559.77,518.72,10.03,528.75,526,1946437.50,
1970-01-01T04:54:54.315362391Z,351,5561.25,5559.77,518.72,10.03,528.75,527,1951998.75,
1970-01-01T04:54:54.318494960Z,352,5561.25,5559.78,518.72,10.03,528.75,528,1957560.00,
1970-01-01T04:54:54.321017483Z,353,5561.00,5559.78,430.72,10.03,440.75,529,1963033.00,
1970-01-01T04:54:54.328419497Z,354,5561.25,5559.78,518.97,10.03,529.00,530,1968682.50,
1970-01-01T04:54:54.337287847Z,355,5561.00,5559.79,430.47,10.03,440.50,531,1974155.00,
1970-01-01T04:54:54.342786941Z,356,5561.00,5559.79,430.47,10.03,440.50,532,1979716.00,
1970-01-01T04:54:54.355657407Z,355,5561.00,5559.79,429.26,11.24,440.50,533,1974155.00,
1970-01-01T04:54:54.377766278Z,354,5561.00,5559.79,428.05,12.45,440.50,534,1968594.00,
1970-01-01T04:54:54.396716100Z,355,5561.50,5559.80,605.05,12.45,617.50,535,1974332.50,
1970-01-01T04:54:54.405561526Z,356,5561.25,5559.80,516.30,12.45,528.75,536,1979805.00,
1970-01-01T04:54:54.410088768Z,357,5561.25,5559.80,516.30,12.45,528.75,537,1985366.25,
1970-01-01T04:54:54.414189694Z,358,5561.25,5559.81,516.30,12.45,528.75,538,1990927.50,
1970-01-01T04:54:54.419058046Z,359,5561.25,5559.81,516.30,12.45,528.75,539,1996488.75,
1970-01-01T04:54:54.427436571Z,360,5561.00,5559.82,426.55,12.45,439.00,540,2001960.00,
1970-01-01T04:54:54.432807280Z,361,5561.00,5559.82,426.55,12.45,439.00,541,2007521.00,
1970-01-01T04:54:54.442184391Z,362,5561.00,5559.82,426.55,12.45,439.00,542,2013082.00,
1970-01-01T04:54:54.451775418Z,361,5560.75,5559.82,335.12,13.38,348.50,543,2007430.75,
1970-01-01T04:54:54.454104850Z,360,5561.00,5559.82,424.19,14.56,438.75,544,2001960.00,
1970-01-01T04:54:54.456666351Z,361,5561.25,5559.83,514.19,14.56,528.75,545,2007611.25,
1970-01-01T04:54:54.459993282Z,362,5561.25,5559.83,514.19,14.56,528.75,546,2013172.50,
1970-01-01T04:54:54.470323431Z,363,5561.25,5559.83,514.19,14.56,528.75,547,2018733.75,
1970-01-01T04:54:54.475122067Z,364,5561.25,5559.84,514.19,14.56,528.75,548,2024295.00,
1970-01-01T04:54:54.477296255Z,365,5561.25,5559.84,514.19,14.56,528.75,549,2029856.25,
1970-01-01T04:54:54.485354706Z,366,5561.25,5559.85,514.19,14.56,528.75,550,2035417.50,
1970-01-01T04:54:54.487686684Z,367,5561.25,5559.85,514.19,14.56,528.75,551,2040978.75,
1970-01-01T04:54:54.490804034Z,368,5561.25,5559.85,514.19,14.56,528.75,552,2046540.00,
1970-01-01T04:54:54.519496890Z,367,5561.25,5559.85,512.79,15.96,528.75,553,2040978.75,
1970-01-01T04:54:54.527771161Z,366,5561.25,5559.85,511.40,17.35,528.75,554,2035417.50,
1970-01-01T04:54:54.531085130Z,367,5561.75,5559.86,694.40,17.35,711.75,555,2041162.25,
1970-01-01T04:54:54.534511438Z,368,5561.50,5559.86,602.65,17.35,620.00,556,2046632.00,
1970-01-01T04:54:54.537129272Z,369,5561.75,5559.87,694.65,17.35,712.00,557,2052285.75,
1970-01-01T04:54:54.539344911Z,370,5561.75,5559.87,694.65,17.35,712.00,558,2057847.50,
1970-01-01T04:54:54.543960403Z,371,5561.75,5559.88,694.65,17.35,712.00,559,2063409.25,
1970-01-01T04:54:54.559436437Z,372,5561.75,5559.88,694.65,17.35,712.00,560,2068971.00,
1970-01-01T04:54:54.561072695Z,373,5561.75,5559.89,694.65,17.35,712.00,561,2074532.75,
1970-01-01T04:54:54.577363912Z,374,5561.75,5559.89,694.65,17.35,712.00,562,2080094.50,
1970-01-01T04:54:54.578682027Z,375,5561.75,5559.90,694.65,17.35,712.00,563,2085656.25,
1970-01-01T04:54:54.586382574Z,374,5561.50,5559.90,599.29,18.96,618.25,564,2080001.00,
1970-01-01T04:54:54.592105801Z,375,5562.00,5559.90,786.29,18.96,805.25,565,2085750.00,
1970-01-01T04:54:54.602712590Z,376,5561.75,5559.91,692.54,18.96,711.50,566,2091218.00,
1970-01-01T04:54:54.604579156Z,377,5561.75,5559.91,692.54,18.96,711.50,567,2096779.75,
1970-01-01T04:54:54.611810935Z,378,5561.50,5559.92,598.29,18.96,617.25,568,2102247.00,
1970-01-01T04:54:54.613871133Z,379,5561.50,5559.92,598.29,18.96,617.25,569,2107808.50,
1970-01-01T04:54:54.627821094Z,378,5561.25,5559.92,502.22,20.28,522.50,570,2102152.50,
1970-01-01T04:54:54.636112125Z,377,5561.50,5559.92,595.14,21.86,617.00,571,2096685.50,
1970-01-01T04:54:54.640189720Z,378,5562.00,5559.93,783.64,21.86,805.50,572,2102436.00,
1970-01-01T04:54:54.643663707Z,379,5562.00,5559.93,783.64,21.86,805.50,573,2107998.00,
1970-01-01T04:54:54.651324612Z,380,5562.00,5559.94,783.64,21.86,805.50,574,2113560.00,
1970-01-01T04:54:54.653337421Z,381,5562.00,5559.94,783.64,21.86,805.50,575,2119122.00,
1970-01-01T04:54:54.655364076Z,382,5562.00,5559.95,783.64,21.86,805.50,576,2124684.00,
1970-01-01T04:54:54.658811555Z,383,5562.00,5559.95,783.64,21.86,805.50,577,2130246.00,
1970-01-01T04:54:54.668983197Z,382,5561.75,5559.95,686.09,23.66,709.75,578,2124588.50,
1970-01-01T04:54:54.686594689Z,383,5562.25,5559.96,877.09,23.66,900.75,579,2130341.75,
1970-01-01T04:54:54.698188504Z,384,5562.00,5559.97,781.34,23.66,805.00,580,2135808.00,
1970-01-01T04:54:54.699289956Z,385,5562.00,5559.97,781.34,23.66,805.00,581,2141370.00,
1970-01-01T04:54:54.701802537Z,386,5562.00,5559.98,781.34,23.66,805.00,582,2146932.00,
1970-01-01T04:54:54.702181443Z,385,5561.50,5559.98,586.82,25.18,612.00,583,2141177.50,
1970-01-01T04:54:54.706777865Z,386,5562.00,5559.98,779.32,25.18,804.50,584,2146932.00,
1970-01-01T04:54:54.718813226Z,385,5561.75,5559.98,681.05,26.95,708.00,585,2141273.75,
1970-01-01T04:54:54.722096395Z,386,5562.25,5559.99,873.55,26.95,900.50,586,2147028.50,
1970-01-01T04:54:54.732561302Z,387,5562.25,5559.99,873.55,26.95,900.50,587,2152590.75,
1970-01-01T04:54:54.750641190Z,388,5562.25,5560.00,873.55,26.95,900.50,588,2158153.00,
1970-01-01T04:54:54.767702639Z,389,5562.25,5560.00,873.55,26.95,900.50,589,2163715.25,
1970-01-01T04:54:54.770077022Z,390,5562.00,5560.01,776.30,26.95,803.25,590,2169180.00,
